"id","Sex","StatutBaguage","year","Age","StateCode","AFR","boldness_BLUP_mean"
"waal_0001","F","P",2013,8,3,9,-1.95321431073112
"waal_0001","F","P",2014,9,1,9,-1.95321431073112
"waal_0001","F","P",2015,10,3,9,-1.95321431073112
"waal_0001","F","P",2016,11,1,9,-1.95321431073112
"waal_0001","F","P",2017,12,3,9,-1.95321431073112
"waal_0001","F","P",2018,13,1,9,-1.95321431073112
"waal_0001","F","P",2019,14,3,9,-1.95321431073112
"waal_0001","F","P",2020,15,1,9,-1.95321431073112
NA,"M","P",1995,11,3,12,0.700925005676611
NA,"M","P",1996,12,0,12,0.700925005676611
NA,"M","P",1997,13,3,12,0.700925005676611
NA,"M","P",1998,14,3,12,0.700925005676611
NA,"M","P",1999,15,3,12,0.700925005676611
NA,"M","P",2000,16,3,12,0.700925005676611
NA,"M","P",2001,17,3,12,0.700925005676611
NA,"M","P",2002,18,0,12,0.700925005676611
NA,"M","P",2003,19,3,12,0.700925005676611
NA,"M","P",2004,20,0,12,0.700925005676611
NA,"M","P",2005,21,3,12,0.700925005676611
NA,"M","P",2006,22,3,12,0.700925005676611
NA,"M","P",2007,23,3,12,0.700925005676611
NA,"M","P",2008,24,1,12,0.700925005676611
NA,"M","P",2009,25,0,12,0.700925005676611
NA,"F","P",1991,7,3,8,NA
NA,"F","P",1992,8,0,8,NA
NA,"F","P",1993,9,0,8,NA
NA,"F","P",1994,10,1,8,NA
NA,"F","P",1995,11,3,8,NA
NA,"F","P",1996,12,1,8,NA
NA,"F","P",1997,13,0,8,NA
NA,"M","P",1992,8,3,9,NA
NA,"M","P",1993,9,1,9,NA
NA,"M","P",1994,10,3,9,NA
NA,"M","P",1995,11,1,9,NA
NA,"M","P",1996,12,3,9,NA
NA,"M","P",1997,13,1,9,NA
NA,"M","P",1998,14,3,9,NA
NA,"M","P",1999,15,0,9,NA
NA,"M","P",2000,16,3,9,NA
NA,"M","P",2001,17,0,9,NA
NA,"M","P",2002,18,1,9,NA
NA,"M","P",2003,19,3,9,NA
NA,"M","P",2004,20,1,9,NA
NA,"F","P",1991,7,3,8,NA
NA,"F","P",1992,8,1,8,NA
NA,"F","P",1993,9,3,8,NA
NA,"F","P",1994,10,1,8,NA
NA,"F","P",1994,10,3,11,NA
NA,"F","P",1995,11,1,11,NA
NA,"F","P",1996,12,3,11,NA
NA,"F","P",1997,13,1,11,NA
NA,"F","P",1998,14,3,11,NA
NA,"F","P",1999,15,0,11,NA
NA,"F","P",2000,16,3,11,NA
NA,"F","P",2001,17,0,11,NA
NA,"F","P",2002,18,1,11,NA
NA,"F","P",2003,19,3,11,NA
NA,"F","P",2004,20,1,11,NA
NA,"F","P",2011,27,3,28,-0.555849817732136
NA,"F","P",2012,28,0,28,-0.555849817732136
NA,"F","P",2013,29,0,28,-0.555849817732136
NA,"F","P",2014,30,3,28,-0.555849817732136
NA,"F","P",2015,31,0,28,-0.555849817732136
NA,"F","P",2016,32,3,28,-0.555849817732136
NA,"F","P",2017,33,0,28,-0.555849817732136
NA,"F","P",2018,34,0,28,-0.555849817732136
NA,"F","P",2019,35,0,28,-0.555849817732136
NA,"F","A",1987,9,3,10,NA
NA,"F","A",1988,10,0,10,NA
NA,"F","A",1987,9,3,10,NA
NA,"F","A",1988,10,1,10,NA
NA,"M","P",1991,8,3,9,NA
NA,"M","P",1992,9,0,9,NA
NA,"M","P",1990,7,3,8,NA
NA,"M","P",1991,8,0,8,NA
NA,"M","P",1992,9,3,8,NA
NA,"M","P",1993,10,3,8,NA
NA,"M","P",1994,11,3,8,NA
NA,"M","P",1995,12,0,8,NA
NA,"M","P",1996,13,3,8,NA
NA,"M","P",1997,14,1,8,NA
NA,"M","P",1994,11,3,12,NA
NA,"M","P",1995,12,1,12,NA
NA,"M","P",1993,10,3,11,NA
NA,"M","P",1994,11,1,11,NA
NA,"M","P",1995,12,3,11,NA
NA,"M","P",1996,13,3,11,NA
NA,"M","P",1997,14,3,11,NA
NA,"M","P",1998,15,1,11,NA
NA,"M","P",1999,16,3,11,NA
NA,"M","P",2000,17,1,11,NA
NA,"M","P",1991,8,3,9,NA
NA,"M","P",1992,9,0,9,NA
NA,"M","P",1993,10,1,9,NA
NA,"M","P",1994,11,3,9,NA
NA,"M","P",1995,12,0,9,NA
NA,"M","P",1991,8,3,9,-0.785910289105209
NA,"M","P",1992,9,0,9,-0.785910289105209
NA,"M","P",1993,10,1,9,-0.785910289105209
NA,"M","P",1994,11,3,9,-0.785910289105209
NA,"M","P",1995,12,0,9,-0.785910289105209
NA,"M","P",1996,13,1,9,-0.785910289105209
NA,"M","P",1997,14,3,9,-0.785910289105209
NA,"M","P",1998,15,1,9,-0.785910289105209
NA,"M","P",1999,16,3,9,-0.785910289105209
NA,"M","P",2000,17,1,9,-0.785910289105209
NA,"M","P",2001,18,3,9,-0.785910289105209
NA,"M","P",2002,19,1,9,-0.785910289105209
NA,"M","P",2003,20,3,9,-0.785910289105209
NA,"M","P",2004,21,1,9,-0.785910289105209
NA,"M","P",2005,22,3,9,-0.785910289105209
NA,"M","P",2006,23,1,9,-0.785910289105209
NA,"M","P",2007,24,3,9,-0.785910289105209
NA,"M","P",2008,25,3,9,-0.785910289105209
NA,"M","P",2009,26,1,9,-0.785910289105209
NA,"M","P",2010,27,3,9,-0.785910289105209
NA,"M","P",2011,28,1,9,-0.785910289105209
NA,"M","P",2012,29,3,9,-0.785910289105209
NA,"M","P",2013,30,1,9,-0.785910289105209
NA,"M","P",2014,31,3,9,-0.785910289105209
NA,"M","P",2015,32,0,9,-0.785910289105209
NA,"M","P",2016,33,3,9,-0.785910289105209
NA,"M","P",2017,34,3,9,-0.785910289105209
NA,"M","P",2018,35,3,9,-0.785910289105209
NA,"M","P",2019,36,3,9,-0.785910289105209
NA,"M","P",2020,37,1,9,-0.785910289105209
NA,"F","P",1990,7,3,8,NA
NA,"F","P",1991,8,1,8,NA
NA,"F","P",1992,9,3,8,NA
NA,"F","P",1993,10,3,8,NA
NA,"F","P",1994,11,1,8,NA
NA,"F","P",1993,10,3,11,NA
NA,"F","P",1994,11,1,11,NA
NA,"M","P",1994,11,3,12,NA
NA,"M","P",1995,12,1,12,NA
NA,"M","P",1992,9,3,10,NA
NA,"M","P",1993,10,0,10,NA
NA,"M","P",1994,11,3,10,NA
NA,"M","P",1995,12,0,10,NA
NA,"M","P",1996,13,1,10,NA
NA,"M","P",1997,14,3,10,NA
NA,"M","P",1998,15,0,10,NA
NA,"M","P",1999,16,1,10,NA
NA,"M","P",2000,17,3,10,NA
NA,"M","P",2001,18,1,10,NA
NA,"M","P",2002,19,3,10,NA
NA,"M","P",2003,20,1,10,NA
NA,"F","P",1992,9,3,10,1.04520659527196
NA,"F","P",1993,10,1,10,1.04520659527196
NA,"F","P",1994,11,3,10,1.04520659527196
NA,"F","P",1995,12,3,10,1.04520659527196
NA,"F","P",1996,13,1,10,1.04520659527196
NA,"F","P",1997,14,3,10,1.04520659527196
NA,"F","P",1998,15,1,10,1.04520659527196
NA,"F","P",1999,16,3,10,1.04520659527196
NA,"F","P",2000,17,1,10,1.04520659527196
NA,"F","P",2001,18,3,10,1.04520659527196
NA,"F","P",2002,19,1,10,1.04520659527196
NA,"F","P",2003,20,3,10,1.04520659527196
NA,"F","P",2004,21,3,10,1.04520659527196
NA,"F","P",2005,22,0,10,1.04520659527196
NA,"F","P",2006,23,3,10,1.04520659527196
NA,"F","P",2007,24,1,10,1.04520659527196
NA,"F","P",2008,25,3,10,1.04520659527196
NA,"F","P",2009,26,3,10,1.04520659527196
NA,"F","P",2010,27,0,10,1.04520659527196
NA,"F","P",2011,28,1,10,1.04520659527196
NA,"F","P",1992,9,3,10,NA
NA,"F","P",1993,10,1,10,NA
NA,"F","P",1994,11,3,10,NA
NA,"F","P",1995,12,1,10,NA
NA,"F","P",1996,13,1,10,NA
NA,"F","P",1997,14,3,10,NA
NA,"F","P",1998,15,3,10,NA
NA,"F","P",1999,16,3,10,NA
NA,"F","P",2000,17,1,10,NA
NA,"F","P",2001,18,3,10,NA
NA,"F","P",2002,19,1,10,NA
NA,"M","P",1992,9,3,10,-0.812181116058921
NA,"M","P",1993,10,1,10,-0.812181116058921
NA,"M","P",1994,11,3,10,-0.812181116058921
NA,"M","P",1995,12,1,10,-0.812181116058921
NA,"M","P",1996,13,3,10,-0.812181116058921
NA,"M","P",1997,14,1,10,-0.812181116058921
NA,"M","P",1998,15,3,10,-0.812181116058921
NA,"M","P",1999,16,1,10,-0.812181116058921
NA,"M","P",2000,17,3,10,-0.812181116058921
NA,"M","P",2001,18,1,10,-0.812181116058921
NA,"M","P",2002,19,3,10,-0.812181116058921
NA,"M","P",2003,20,1,10,-0.812181116058921
NA,"M","P",2004,21,3,10,-0.812181116058921
NA,"M","P",2005,22,1,10,-0.812181116058921
NA,"M","P",2006,23,3,10,-0.812181116058921
NA,"M","P",2007,24,3,10,-0.812181116058921
NA,"M","P",2008,25,3,10,-0.812181116058921
NA,"M","P",2009,26,3,10,-0.812181116058921
NA,"M","P",2010,27,0,10,-0.812181116058921
NA,"M","P",2011,28,1,10,-0.812181116058921
NA,"F","P",1992,9,3,10,NA
NA,"F","P",1993,10,1,10,NA
NA,"M","P",1991,8,3,9,NA
NA,"M","P",1992,9,0,9,NA
NA,"M","P",1993,10,1,9,NA
NA,"M","P",1994,11,3,9,NA
NA,"M","P",1995,12,3,9,NA
NA,"M","P",1996,13,0,9,NA
NA,"M","P",1997,14,1,9,NA
NA,"F","P",1991,8,3,9,NA
NA,"F","P",1992,9,1,9,NA
NA,"F","P",1993,10,3,9,NA
NA,"F","P",1994,11,1,9,NA
NA,"F","P",1995,12,3,9,NA
NA,"F","P",1996,13,1,9,NA
NA,"F","P",1991,8,3,9,NA
NA,"F","P",1992,9,1,9,NA
NA,"F","P",1993,10,3,9,NA
NA,"F","P",1994,11,1,9,NA
NA,"F","P",1995,12,3,9,NA
NA,"F","P",1996,13,1,9,NA
NA,"F","P",1997,14,3,9,NA
NA,"F","P",1998,15,1,9,NA
NA,"F","P",1999,16,3,9,NA
NA,"F","P",2000,17,1,9,NA
NA,"F","P",2001,18,3,9,NA
NA,"F","P",2002,19,1,9,NA
NA,NA,"P",1994,11,3,12,NA
NA,NA,"P",1995,12,1,12,NA
NA,"M","P",1992,9,3,10,NA
NA,"M","P",1993,10,1,10,NA
NA,"M","P",1994,11,3,10,NA
NA,"M","P",1995,12,1,10,NA
NA,"M","P",1996,13,3,10,NA
NA,"M","P",1997,14,1,10,NA
NA,"M","P",1998,15,3,10,NA
NA,"M","P",1999,16,1,10,NA
NA,"F","P",1990,7,3,8,NA
NA,"F","P",1991,8,1,8,NA
NA,"F","P",1992,9,3,8,NA
NA,"F","P",1993,10,1,8,NA
NA,"F","P",1994,11,3,8,NA
NA,"F","P",1995,12,1,8,NA
NA,"F","P",1996,13,3,8,NA
NA,"F","P",1997,14,3,8,NA
NA,"F","P",1998,15,3,8,NA
NA,"F","P",1999,16,3,8,NA
NA,"F","P",2000,17,1,8,NA
NA,"F","P",2001,18,3,8,NA
NA,"F","P",2002,19,1,8,NA
NA,"M","P",1990,7,3,8,NA
NA,"M","P",1991,8,0,8,NA
NA,"M","P",1992,9,1,8,NA
NA,"M","P",1993,10,3,8,NA
NA,"M","P",1994,11,1,8,NA
NA,"M","P",1995,12,3,8,NA
NA,"M","P",1996,13,3,8,NA
NA,"M","P",1997,14,3,8,NA
NA,"M","P",1998,15,3,8,NA
NA,"M","P",1999,16,3,8,NA
NA,"M","P",2000,17,0,8,NA
NA,"F","P",1989,6,3,7,NA
NA,"F","P",1990,7,0,7,NA
NA,"F","P",1992,9,3,10,NA
NA,"F","P",1993,10,1,10,NA
NA,"F","P",1994,11,3,10,NA
NA,"F","P",1995,12,0,10,NA
NA,"F","P",1996,13,3,10,NA
NA,"F","P",1997,14,1,10,NA
NA,"F","P",1998,15,3,10,NA
NA,"F","P",1999,16,1,10,NA
NA,"M","P",1994,11,3,12,NA
NA,"M","P",1995,12,0,12,NA
NA,"M","P",1996,13,3,12,NA
NA,"M","P",1997,14,1,12,NA
NA,"M","P",1998,15,3,12,NA
NA,"M","P",1999,16,1,12,NA
NA,"M","P",2000,17,3,12,NA
NA,"M","P",2001,18,3,12,NA
NA,"M","P",2002,19,3,12,NA
NA,"M","P",2003,20,1,12,NA
NA,"M","P",2004,21,3,12,NA
NA,"M","P",2005,22,3,12,NA
NA,"M","P",2006,23,3,12,NA
NA,"M","P",2007,24,0,12,NA
NA,"F","P",1992,9,3,10,NA
NA,"F","P",1993,10,1,10,NA
NA,"F","P",1989,6,3,7,NA
NA,"F","P",1990,7,1,7,NA
NA,"F","P",1991,8,3,7,NA
NA,"F","P",1992,9,1,7,NA
NA,"F","P",1993,10,3,7,NA
NA,"F","P",1994,11,1,7,NA
NA,"F","P",1995,12,3,7,NA
NA,"F","P",1996,13,1,7,NA
NA,"F","P",1997,14,3,7,NA
NA,"F","P",1998,15,3,7,NA
NA,"F","P",1999,16,3,7,NA
NA,"F","P",2000,17,1,7,NA
NA,"F","P",2001,18,3,7,NA
NA,"F","P",2002,19,1,7,NA
NA,"F","P",2003,20,3,7,NA
NA,"F","P",2004,21,0,7,NA
NA,"M","A",1994,18,3,19,0.870324339874508
NA,"M","A",1995,19,1,19,0.870324339874508
NA,"M","A",1996,20,3,19,0.870324339874508
NA,"M","A",1997,21,0,19,0.870324339874508
NA,"M","A",1998,22,3,19,0.870324339874508
NA,"M","A",1999,23,0,19,0.870324339874508
NA,"M","A",2000,24,1,19,0.870324339874508
NA,"M","A",2001,25,3,19,0.870324339874508
NA,"M","A",2002,26,0,19,0.870324339874508
NA,"M","A",2003,27,0,19,0.870324339874508
NA,"M","A",2004,28,1,19,0.870324339874508
NA,"M","A",2005,29,3,19,0.870324339874508
NA,"M","A",2006,30,1,19,0.870324339874508
NA,"M","A",2007,31,3,19,0.870324339874508
NA,"M","A",2008,32,1,19,0.870324339874508
NA,"M","A",2009,33,3,19,0.870324339874508
NA,"M","A",2010,34,0,19,0.870324339874508
NA,"M","A",2011,35,0,19,0.870324339874508
NA,"M","A",2012,36,3,19,0.870324339874508
NA,"M","A",2013,37,1,19,0.870324339874508
NA,"M","P",1994,11,3,12,NA
NA,"M","P",1995,12,1,12,NA
NA,"M","P",1996,13,3,12,NA
NA,"M","P",1997,14,3,12,NA
NA,"M","P",1998,15,1,12,NA
NA,"M","A",1999,23,3,24,-0.784538781964562
NA,"M","A",2000,24,1,24,-0.784538781964562
NA,"M","A",2001,25,3,24,-0.784538781964562
NA,"M","A",2002,26,3,24,-0.784538781964562
NA,"M","A",2003,27,1,24,-0.784538781964562
NA,"M","A",2004,28,3,24,-0.784538781964562
NA,"M","A",2005,29,0,24,-0.784538781964562
NA,"M","A",2006,30,3,24,-0.784538781964562
NA,"M","A",2007,31,3,24,-0.784538781964562
NA,"M","A",2008,32,3,24,-0.784538781964562
NA,"M","A",2009,33,3,24,-0.784538781964562
NA,"M","A",2010,34,3,24,-0.784538781964562
NA,"M","A",2011,35,3,24,-0.784538781964562
NA,"M","A",2012,36,3,24,-0.784538781964562
NA,"M","A",2013,37,1,24,-0.784538781964562
NA,"F","P",1992,9,3,10,NA
NA,"F","P",1993,10,1,10,NA
NA,"F","P",1994,11,3,10,NA
NA,"F","P",1995,12,1,10,NA
NA,"F","P",1996,13,3,10,NA
NA,"F","P",1997,14,1,10,NA
NA,"F","P",1998,15,3,10,NA
NA,"F","P",1999,16,1,10,NA
NA,"F","P",2000,17,3,10,NA
NA,"F","P",2001,18,1,10,NA
NA,"F","P",2002,19,3,10,NA
NA,"F","P",2003,20,1,10,NA
NA,"M","P",1995,12,3,13,NA
NA,"M","P",1996,13,1,13,NA
NA,"M","P",1997,14,3,13,NA
NA,"M","P",1998,15,1,13,NA
NA,"M","P",1999,16,3,13,NA
NA,"M","P",2000,17,0,13,NA
NA,"M","P",2001,18,0,13,NA
NA,"M","P",2002,19,1,13,NA
NA,"M","P",1995,12,3,13,NA
NA,"M","P",1996,13,0,13,NA
NA,"M","P",1991,8,3,9,NA
NA,"M","P",1992,9,0,9,NA
NA,"F","P",1991,8,3,9,NA
NA,"F","P",1992,9,1,9,NA
NA,"F","P",1993,10,3,9,NA
NA,"F","P",1994,11,1,9,NA
NA,"M","P",1996,13,3,14,NA
NA,"M","P",1997,14,0,14,NA
NA,"M","P",1998,15,0,14,NA
NA,"M","P",1999,16,3,14,NA
NA,"M","P",2000,17,3,14,NA
NA,"M","P",2001,18,1,14,NA
NA,"M","P",2002,19,3,14,NA
NA,"M","P",2003,20,1,14,NA
NA,"M","P",2004,21,3,14,NA
NA,"M","P",2005,22,1,14,NA
NA,"M","P",2006,23,3,14,NA
NA,"M","P",2007,24,1,14,NA
NA,"M","P",2008,25,3,14,NA
NA,"M","P",2009,26,1,14,NA
NA,"M","P",2010,27,3,14,NA
NA,"M","P",2011,28,1,14,NA
NA,"M","P",1991,8,3,9,NA
NA,"M","P",1992,9,0,9,NA
NA,"M","P",1993,10,0,9,NA
NA,"M","P",1994,11,3,9,NA
NA,"M","P",1995,12,1,9,NA
NA,"M","P",1996,13,3,9,NA
NA,"M","P",1997,14,1,9,NA
NA,"M","P",1998,15,3,9,NA
NA,"M","P",1999,16,1,9,NA
NA,"M","P",2000,17,3,9,NA
NA,"M","P",2001,18,1,9,NA
NA,"M","P",2002,19,3,9,NA
NA,"M","P",2003,20,1,9,NA
NA,"M","P",2004,21,3,9,NA
NA,"M","P",2005,22,1,9,NA
NA,"M","P",2006,23,3,9,NA
NA,"M","P",2007,24,1,9,NA
NA,"M","P",1991,8,3,9,NA
NA,"M","P",1992,9,0,9,NA
NA,"M","P",1993,10,1,9,NA
NA,"M","P",1994,11,3,9,NA
NA,"M","P",1995,12,1,9,NA
NA,"M","P",1996,13,3,9,NA
NA,"M","P",1997,14,1,9,NA
NA,"F","P",1992,9,3,10,NA
NA,"F","P",1993,10,0,10,NA
NA,"F","P",1994,11,1,10,NA
NA,"F","P",1995,12,3,10,NA
NA,"F","P",1996,13,0,10,NA
NA,"F","P",1997,14,3,10,NA
NA,"F","P",1998,15,3,10,NA
NA,"F","P",1999,16,1,10,NA
NA,"M","P",1991,8,3,9,NA
NA,"M","P",1992,9,1,9,NA
NA,"M","P",1993,10,3,9,NA
NA,"M","P",1994,11,1,9,NA
NA,"M","P",1995,12,3,9,NA
NA,"M","P",1996,13,1,9,NA
NA,"M","P",1997,14,3,9,NA
NA,"M","P",1998,15,3,9,NA
NA,"M","P",1999,16,1,9,NA
NA,"M","P",1991,8,3,9,NA
NA,"M","P",1992,9,0,9,NA
NA,"M","P",1993,10,1,9,NA
NA,"F","A",1991,15,3,16,NA
NA,"F","A",1992,16,1,16,NA
NA,"F","A",1993,17,3,16,NA
NA,"F","A",1994,18,3,16,NA
NA,"F","A",1995,19,1,16,NA
NA,"F","A",1996,20,3,16,NA
NA,"F","A",1997,21,3,16,NA
NA,"F","A",1998,22,3,16,NA
NA,"F","A",1999,23,1,16,NA
NA,"F","A",2000,24,3,16,NA
NA,"F","A",2001,25,1,16,NA
NA,"F","A",2002,26,3,16,NA
NA,"F","A",2003,27,1,16,NA
NA,"M","P",1991,8,3,9,NA
NA,"M","P",1992,9,1,9,NA
NA,"M","P",1993,10,3,9,NA
NA,"M","P",1994,11,1,9,NA
NA,"M","P",1995,12,3,9,NA
NA,"M","P",1996,13,1,9,NA
NA,"M","P",1997,14,3,9,NA
NA,"M","P",1998,15,1,9,NA
NA,"M","P",1999,16,3,9,NA
NA,"M","P",2000,17,3,9,NA
NA,"M","P",2001,18,1,9,NA
NA,"M","P",2002,19,3,9,NA
NA,"M","P",2003,20,1,9,NA
NA,"M","P",2004,21,3,9,NA
NA,"M","P",2005,22,3,9,NA
NA,"M","P",2006,23,1,9,NA
NA,"M","P",2007,24,3,9,NA
NA,"M","P",2008,25,1,9,NA
NA,"M","P",2009,26,3,9,NA
NA,"M","P",2010,27,1,9,NA
NA,"M","A",1984,7,3,8,NA
NA,"M","A",1985,8,2,8,NA
NA,"F","A",1985,8,3,9,NA
NA,"F","A",1986,9,0,9,NA
NA,"F","A",1987,10,0,9,NA
NA,"F","A",1988,11,3,9,NA
NA,"F","A",1989,12,3,9,NA
NA,"F","A",1990,13,3,9,NA
NA,"F","A",1991,14,3,9,NA
NA,"F","A",1992,15,0,9,NA
NA,"F","A",1993,16,3,9,NA
NA,"F","A",1994,17,0,9,NA
NA,"F","A",1995,18,3,9,NA
NA,"F","A",1996,19,0,9,NA
NA,"F","A",1997,20,0,9,NA
NA,"F","A",1986,9,3,10,NA
NA,"F","A",1987,10,1,10,NA
NA,"M","A",1985,8,3,9,NA
NA,"M","A",1986,9,2,9,NA
NA,"M","A",1987,10,0,9,NA
NA,"M","A",1986,9,3,10,NA
NA,"M","A",1987,10,1,10,NA
NA,"M","A",1985,8,3,9,NA
NA,"M","A",1986,9,1,9,NA
NA,"M","A",1987,10,3,9,NA
NA,"M","A",1988,11,1,9,NA
NA,"M","A",1989,12,3,9,NA
NA,"M","A",1990,13,3,9,NA
NA,"M","A",1991,14,3,9,NA
NA,"M","A",1992,15,3,9,NA
NA,"M","A",1993,16,1,9,NA
NA,"M","A",1994,17,3,9,NA
NA,"M","A",1995,18,0,9,NA
NA,"M","A",1985,8,3,9,NA
NA,"M","A",1986,9,2,9,NA
NA,"M","A",1987,10,3,9,NA
NA,"M","A",1988,11,3,9,NA
NA,"M","A",1989,12,3,9,NA
NA,"M","A",1990,13,3,9,NA
NA,"M","A",1991,14,3,9,NA
NA,"M","A",1992,15,3,9,NA
NA,"M","A",1993,16,3,9,NA
NA,"M","A",1994,17,3,9,NA
NA,"M","A",1995,18,0,9,NA
NA,"M","A",1996,19,3,9,NA
NA,"M","A",1997,20,3,9,NA
NA,"M","A",1998,21,0,9,NA
NA,"M","A",1999,22,1,9,NA
NA,"M","A",2000,23,3,9,NA
NA,"M","A",2001,24,1,9,NA
NA,"M","A",2002,25,3,9,NA
NA,"M","A",2003,26,0,9,NA
NA,"F","A",1984,7,3,8,NA
NA,"F","A",1985,8,1,8,NA
NA,"M","A",1985,8,3,9,NA
NA,"M","A",1986,9,1,9,NA
NA,"M","A",1987,10,3,9,NA
NA,"M","A",1988,11,1,9,NA
NA,"M","A",1989,12,3,9,NA
NA,"M","A",1990,13,3,9,NA
NA,"M","A",1991,14,3,9,NA
NA,"M","A",1992,15,3,9,NA
NA,"M","A",1993,16,1,9,NA
NA,"F","A",1985,8,3,9,NA
NA,"F","A",1986,9,1,9,NA
NA,"F","A",1985,8,3,9,NA
NA,"F","A",1986,9,1,9,NA
NA,"F","A",1985,8,3,9,NA
NA,"F","A",1986,9,0,9,NA
NA,"F","A",1987,10,0,9,NA
NA,"F","A",1988,11,0,9,NA
NA,"F","A",1989,12,0,9,NA
NA,"F","A",1990,13,0,9,NA
NA,"F","A",1991,14,0,9,NA
NA,"F","A",1984,7,3,8,NA
NA,"F","A",1985,8,1,8,NA
NA,"F","A",1986,9,3,8,NA
NA,"F","A",1987,10,1,8,NA
NA,"F","A",1988,11,3,8,NA
NA,"F","A",1989,12,1,8,NA
NA,"F","A",1990,13,0,8,NA
NA,"F","A",1985,8,3,9,NA
NA,"F","A",1986,9,1,9,NA
NA,"F","A",1987,10,3,9,NA
NA,"F","A",1988,11,0,9,NA
NA,"F","A",1989,12,0,9,NA
NA,"F","A",1990,13,1,9,NA
NA,"F","A",1991,14,3,9,NA
NA,"F","A",1992,15,1,9,NA
NA,"F","A",1993,16,3,9,NA
NA,"F","A",1994,17,1,9,NA
NA,"F","A",1995,18,3,9,NA
NA,"F","A",1996,19,3,9,NA
NA,"F","A",1997,20,3,9,NA
NA,"F","A",1998,21,1,9,NA
NA,"F","A",1999,22,3,9,NA
NA,"F","A",2000,23,1,9,NA
NA,"F","A",1984,7,3,8,NA
NA,"F","A",1985,8,2,8,NA
NA,"F","A",1986,9,3,8,NA
NA,"F","A",1987,10,3,8,NA
NA,"F","A",1988,11,0,8,NA
NA,"F","A",1989,12,0,8,NA
NA,"F","A",1990,13,1,8,NA
NA,"F","A",1991,14,3,8,NA
NA,"F","A",1992,15,1,8,NA
NA,"F","A",1993,16,3,8,NA
NA,"F","A",1994,17,1,8,NA
NA,"F","A",1995,18,3,8,NA
NA,"F","A",1996,19,0,8,NA
NA,"F","A",1997,20,3,8,NA
NA,"F","A",1998,21,3,8,NA
NA,"F","A",1999,22,1,8,NA
NA,"F","A",2000,23,3,8,NA
NA,"F","A",2001,24,1,8,NA
NA,"F","A",2002,25,3,8,NA
NA,"F","A",2003,26,1,8,NA
NA,"F","A",2004,27,3,8,NA
NA,"F","A",2005,28,3,8,NA
NA,"F","A",2006,29,1,8,NA
NA,"M","A",1984,7,3,8,NA
NA,"M","A",1985,8,0,8,NA
NA,"M","A",1986,9,1,8,NA
NA,"M","A",1987,10,3,8,NA
NA,"M","A",1988,11,0,8,NA
NA,"M","A",1989,12,1,8,NA
NA,"M","A",1990,13,3,8,NA
NA,"M","A",1991,14,1,8,NA
NA,"M","A",1992,15,3,8,NA
NA,"M","A",1993,16,0,8,NA
NA,"M","A",1994,17,1,8,NA
NA,"M","A",1987,10,3,11,NA
NA,"M","A",1988,11,0,11,NA
NA,"M","A",1989,12,3,11,NA
NA,"M","A",1990,13,3,11,NA
NA,"M","A",1991,14,3,11,NA
NA,"M","A",1992,15,3,11,NA
NA,"M","A",1993,16,3,11,NA
NA,"M","A",1994,17,1,11,NA
NA,"M","A",1987,9,3,10,NA
NA,"M","A",1988,10,1,10,NA
NA,"M","A",1989,11,3,10,NA
NA,"M","A",1990,12,1,10,NA
NA,"M","A",1988,10,3,11,NA
NA,"M","A",1989,11,1,11,NA
NA,"M","A",1990,12,3,11,NA
NA,"M","A",1991,13,1,11,NA
NA,"M","A",1992,14,3,11,NA
NA,"M","A",1993,15,1,11,NA
NA,"M","A",1994,16,3,11,NA
NA,"M","A",1995,17,1,11,NA
NA,"M","A",1996,18,3,11,NA
NA,"M","A",1997,19,1,11,NA
NA,"M","A",1995,17,3,18,NA
NA,"M","A",1996,18,1,18,NA
NA,"M","A",1997,19,3,18,NA
NA,"M","A",1998,20,1,18,NA
NA,"F","A",1986,8,3,9,NA
NA,"F","A",1987,9,1,9,NA
NA,"F","A",1988,10,3,9,NA
NA,"F","A",1989,11,1,9,NA
NA,"F","A",1990,12,3,9,NA
NA,"F","A",1991,13,1,9,NA
NA,"F","A",1992,14,3,9,NA
NA,"F","A",1993,15,0,9,NA
NA,"F","A",1994,16,3,9,NA
NA,"F","A",1995,17,1,9,NA
NA,"F","A",1996,18,3,9,NA
NA,"F","A",1997,19,3,9,NA
NA,"F","A",1998,20,3,9,NA
NA,"F","A",1999,21,3,9,NA
NA,"F","A",2000,22,1,9,NA
NA,"F","A",2001,23,3,9,NA
NA,"F","A",2002,24,0,9,NA
NA,"F","A",2003,25,1,9,NA
NA,"F","A",1986,8,3,9,NA
NA,"F","A",1987,9,0,9,NA
NA,"F","A",1988,10,3,9,NA
NA,"F","A",1989,11,3,9,NA
NA,"F","A",1990,12,1,9,NA
NA,"F","A",1991,13,3,9,NA
NA,"F","A",1992,14,1,9,NA
NA,"M","A",1986,8,3,9,NA
NA,"M","A",1987,9,1,9,NA
NA,"M","A",1988,10,3,9,NA
NA,"M","A",1989,11,0,9,NA
NA,"M","A",1990,12,0,9,NA
NA,"M","A",1991,13,1,9,NA
NA,"M","A",1992,14,3,15,NA
NA,"M","A",1993,15,0,15,NA
NA,"F","A",1986,8,3,9,NA
NA,"F","A",1987,9,1,9,NA
NA,"F","A",1988,10,3,9,NA
NA,"F","A",1989,11,3,9,NA
NA,"F","A",1990,12,3,9,NA
NA,"F","A",1991,13,0,9,NA
