"id","Sex","StatutBaguage","year","Age","StateCode","AFR","boldness_BLUP_mean"
"waal_0001","F","P",2013,8,3,9,-1.95321431073112
"waal_0001","F","P",2014,9,1,9,-1.95321431073112
"waal_0001","F","P",2015,10,3,9,-1.95321431073112
"waal_0001","F","P",2016,11,1,9,-1.95321431073112
"waal_0001","F","P",2017,12,3,9,-1.95321431073112
"waal_0001","F","P",2018,13,1,9,-1.95321431073112
"waal_0001","F","P",2019,14,3,9,-1.95321431073112
"waal_0001","F","P",2020,15,1,9,-1.95321431073112
"waal_0002","M","P",1995,11,3,12,0.700925005676611
"waal_0002","M","P",1996,12,0,12,0.700925005676611
"waal_0002","M","P",1997,13,3,12,0.700925005676611
"waal_0002","M","P",1998,14,3,12,0.700925005676611
"waal_0002","M","P",1999,15,3,12,0.700925005676611
"waal_0002","M","P",2000,16,3,12,0.700925005676611
"waal_0002","M","P",2001,17,3,12,0.700925005676611
"waal_0002","M","P",2002,18,0,12,0.700925005676611
"waal_0002","M","P",2003,19,3,12,0.700925005676611
"waal_0002","M","P",2004,20,0,12,0.700925005676611
"waal_0002","M","P",2005,21,3,12,0.700925005676611
"waal_0002","M","P",2006,22,3,12,0.700925005676611
"waal_0002","M","P",2007,23,3,12,0.700925005676611
"waal_0002","M","P",2008,24,1,12,0.700925005676611
"waal_0002","M","P",2009,25,0,12,0.700925005676611
"waal_0003","F","P",1991,7,3,8,NA
"waal_0003","F","P",1992,8,0,8,NA
"waal_0003","F","P",1993,9,0,8,NA
"waal_0003","F","P",1994,10,1,8,NA
"waal_0003","F","P",1995,11,3,8,NA
"waal_0003","F","P",1996,12,1,8,NA
"waal_0003","F","P",1997,13,0,8,NA
"waal_0004","M","P",1992,8,3,9,NA
"waal_0004","M","P",1993,9,1,9,NA
"waal_0004","M","P",1994,10,3,9,NA
"waal_0004","M","P",1995,11,1,9,NA
"waal_0004","M","P",1996,12,3,9,NA
"waal_0004","M","P",1997,13,1,9,NA
"waal_0004","M","P",1998,14,3,9,NA
"waal_0004","M","P",1999,15,0,9,NA
"waal_0004","M","P",2000,16,3,9,NA
"waal_0004","M","P",2001,17,0,9,NA
"waal_0004","M","P",2002,18,1,9,NA
"waal_0004","M","P",2003,19,3,9,NA
"waal_0004","M","P",2004,20,1,9,NA
"waal_0005","F","P",1991,7,3,8,NA
"waal_0005","F","P",1992,8,1,8,NA
"waal_0005","F","P",1993,9,3,8,NA
"waal_0005","F","P",1994,10,1,8,NA
"waal_0006","F","P",1994,10,3,11,NA
"waal_0006","F","P",1995,11,1,11,NA
"waal_0006","F","P",1996,12,3,11,NA
"waal_0006","F","P",1997,13,1,11,NA
"waal_0006","F","P",1998,14,3,11,NA
"waal_0006","F","P",1999,15,0,11,NA
"waal_0006","F","P",2000,16,3,11,NA
"waal_0006","F","P",2001,17,0,11,NA
"waal_0006","F","P",2002,18,1,11,NA
"waal_0006","F","P",2003,19,3,11,NA
"waal_0006","F","P",2004,20,1,11,NA
"waal_0007","F","P",2011,27,3,28,-0.555849817732136
"waal_0007","F","P",2012,28,0,28,-0.555849817732136
"waal_0007","F","P",2013,29,0,28,-0.555849817732136
"waal_0007","F","P",2014,30,3,28,-0.555849817732136
"waal_0007","F","P",2015,31,0,28,-0.555849817732136
"waal_0007","F","P",2016,32,3,28,-0.555849817732136
"waal_0007","F","P",2017,33,0,28,-0.555849817732136
"waal_0007","F","P",2018,34,0,28,-0.555849817732136
"waal_0007","F","P",2019,35,0,28,-0.555849817732136
"waal_0008","F","A",1987,9,3,10,NA
"waal_0008","F","A",1988,10,0,10,NA
"waal_0009","F","A",1987,9,3,10,NA
"waal_0009","F","A",1988,10,1,10,NA
"waal_0010","M","P",1991,8,3,9,NA
"waal_0010","M","P",1992,9,0,9,NA
"waal_0011","M","P",1990,7,3,8,NA
"waal_0011","M","P",1991,8,0,8,NA
"waal_0011","M","P",1992,9,3,8,NA
"waal_0011","M","P",1993,10,3,8,NA
"waal_0011","M","P",1994,11,3,8,NA
"waal_0011","M","P",1995,12,0,8,NA
"waal_0011","M","P",1996,13,3,8,NA
"waal_0011","M","P",1997,14,1,8,NA
"waal_0012","M","P",1994,11,3,12,NA
"waal_0012","M","P",1995,12,1,12,NA
"waal_0013","M","P",1993,10,3,11,NA
"waal_0013","M","P",1994,11,1,11,NA
"waal_0013","M","P",1995,12,3,11,NA
"waal_0013","M","P",1996,13,3,11,NA
"waal_0013","M","P",1997,14,3,11,NA
"waal_0013","M","P",1998,15,1,11,NA
"waal_0013","M","P",1999,16,3,11,NA
"waal_0013","M","P",2000,17,1,11,NA
"waal_0014","M","P",1991,8,3,9,NA
"waal_0014","M","P",1992,9,0,9,NA
"waal_0014","M","P",1993,10,1,9,NA
"waal_0014","M","P",1994,11,3,9,NA
"waal_0014","M","P",1995,12,0,9,NA
"waal_0015","M","P",1991,8,3,9,-0.785910289105209
"waal_0015","M","P",1992,9,0,9,-0.785910289105209
"waal_0015","M","P",1993,10,1,9,-0.785910289105209
"waal_0015","M","P",1994,11,3,9,-0.785910289105209
"waal_0015","M","P",1995,12,0,9,-0.785910289105209
"waal_0015","M","P",1996,13,1,9,-0.785910289105209
"waal_0015","M","P",1997,14,3,9,-0.785910289105209
"waal_0015","M","P",1998,15,1,9,-0.785910289105209
"waal_0015","M","P",1999,16,3,9,-0.785910289105209
"waal_0015","M","P",2000,17,1,9,-0.785910289105209
"waal_0015","M","P",2001,18,3,9,-0.785910289105209
"waal_0015","M","P",2002,19,1,9,-0.785910289105209
"waal_0015","M","P",2003,20,3,9,-0.785910289105209
"waal_0015","M","P",2004,21,1,9,-0.785910289105209
"waal_0015","M","P",2005,22,3,9,-0.785910289105209
"waal_0015","M","P",2006,23,1,9,-0.785910289105209
"waal_0015","M","P",2007,24,3,9,-0.785910289105209
"waal_0015","M","P",2008,25,3,9,-0.785910289105209
"waal_0015","M","P",2009,26,1,9,-0.785910289105209
"waal_0015","M","P",2010,27,3,9,-0.785910289105209
"waal_0015","M","P",2011,28,1,9,-0.785910289105209
"waal_0015","M","P",2012,29,3,9,-0.785910289105209
"waal_0015","M","P",2013,30,1,9,-0.785910289105209
"waal_0015","M","P",2014,31,3,9,-0.785910289105209
"waal_0015","M","P",2015,32,0,9,-0.785910289105209
"waal_0015","M","P",2016,33,3,9,-0.785910289105209
"waal_0015","M","P",2017,34,3,9,-0.785910289105209
"waal_0015","M","P",2018,35,3,9,-0.785910289105209
"waal_0015","M","P",2019,36,3,9,-0.785910289105209
"waal_0015","M","P",2020,37,1,9,-0.785910289105209
"waal_0016","F","P",1990,7,3,8,NA
"waal_0016","F","P",1991,8,1,8,NA
"waal_0016","F","P",1992,9,3,8,NA
"waal_0016","F","P",1993,10,3,8,NA
"waal_0016","F","P",1994,11,1,8,NA
"waal_0017","F","P",1993,10,3,11,NA
"waal_0017","F","P",1994,11,1,11,NA
"waal_0018","M","P",1994,11,3,12,NA
"waal_0018","M","P",1995,12,1,12,NA
"waal_0019","M","P",1992,9,3,10,NA
"waal_0019","M","P",1993,10,0,10,NA
"waal_0019","M","P",1994,11,3,10,NA
"waal_0019","M","P",1995,12,0,10,NA
"waal_0019","M","P",1996,13,1,10,NA
"waal_0019","M","P",1997,14,3,10,NA
"waal_0019","M","P",1998,15,0,10,NA
"waal_0019","M","P",1999,16,1,10,NA
"waal_0019","M","P",2000,17,3,10,NA
"waal_0019","M","P",2001,18,1,10,NA
"waal_0019","M","P",2002,19,3,10,NA
"waal_0019","M","P",2003,20,1,10,NA
"waal_0020","F","P",1992,9,3,10,1.04520659527196
"waal_0020","F","P",1993,10,1,10,1.04520659527196
"waal_0020","F","P",1994,11,3,10,1.04520659527196
"waal_0020","F","P",1995,12,3,10,1.04520659527196
"waal_0020","F","P",1996,13,1,10,1.04520659527196
"waal_0020","F","P",1997,14,3,10,1.04520659527196
"waal_0020","F","P",1998,15,1,10,1.04520659527196
"waal_0020","F","P",1999,16,3,10,1.04520659527196
"waal_0020","F","P",2000,17,1,10,1.04520659527196
"waal_0020","F","P",2001,18,3,10,1.04520659527196
"waal_0020","F","P",2002,19,1,10,1.04520659527196
"waal_0020","F","P",2003,20,3,10,1.04520659527196
"waal_0020","F","P",2004,21,3,10,1.04520659527196
"waal_0020","F","P",2005,22,0,10,1.04520659527196
"waal_0020","F","P",2006,23,3,10,1.04520659527196
"waal_0020","F","P",2007,24,1,10,1.04520659527196
"waal_0020","F","P",2008,25,3,10,1.04520659527196
"waal_0020","F","P",2009,26,3,10,1.04520659527196
