"DeploymentID","trackid","Year","Age","start_time","sex","tripduration.days","maxdistance.km","totalpathdistance.km","total_landings_hmm","propRest_hmm","propSearch_hmm","propTravel_hmm","propARSvsTravel_hmm","logmaxdistance.km","logtotalpathdistance.km","southLat","northLat","latRange","SAMIndex","IODIndex","SOIIndex","boldness","attempted_breeding","breeding_success","prevyear","med_travel_dist","min_latitude","med_latitude","id"
"waal_3290_2016",202,2016,9,"2016-01-24 17:32:00","Male",4.09375,686.6833247,1971.929638,15,0.329081633,0.385204082,0.285714286,0.574144487,6.53187323209311,7.58676785399863,-47.05063,-43.38802,3.66261,3.13,0.331,-3.6,-0.183653508,1,1,"failedrep",31.9675257735159,-47.0316,-45.94816,"waal_3290"
"waal_3290_2016",203,2016,9,"2016-02-05 15:47:00","Male",27.6875,3275.443439,21518.59312,48,0.197591268,0.275875047,0.526533685,0.34380863,8.09420854012481,9.97667263667397,-68.94505,-35.46254,33.48251,1.35,-0.03,-3.2,-0.183653508,1,1,"failedrep",79.5402304701498,-68.94505,-57.081425,"waal_3290"
"waal_3290_2016",204,2016,9,"2016-03-10 11:04:00","Male",8.145833333,1520.087123,5033.470005,18,0.311139565,0.221510883,0.467349552,0.321561338,7.32652292996088,8.52386488707752,-46.36702,-33.23225,13.13477,4.36,0.091,-0.1,-0.183653508,1,1,"failedrep",84.6982107998518,-46.36702,-35.581065,"waal_3290"
"waal_3290_2016",205,2016,9,"2016-03-20 15:13:00","Male",0.9375,107.7039082,303.0319868,3,0.370786517,0.415730337,0.213483146,0.660714286,4.67938587134054,5.71383836693427,-47.1373,-46.35939,0.777910000000006,4.36,0.091,-0.1,-0.183653508,1,1,"failedrep",22.8081979401642,-47.1373,-47.05516,"waal_3290"
"waal_3290_2016",206,2016,9,"2016-03-26 15:15:00","Male",2.635416667,82.59077506,324.9272585,9,0.671936759,0.312252964,0.015810277,0.951807229,4.4138979922077,5.7836013372783,-46.9717,-46.28837,0.683329999999998,4.36,0.091,-0.1,-0.183653508,1,1,"failedrep",21.7197910415878,-46.9717,-46.82427,"waal_3290"
"waal_3290_2018",371,2018,11,"2018-01-18 11:32:00","Male",18.05208333,2834.844467,9700.488236,46,0.256928406,0.397228637,0.345842956,0.534576535,7.9497423529285,9.17993149683303,-63.55909,-44.90568,18.65341,2.72,-0.135,1.8,-0.183653508,1,1,"no attempt",62.946615818643,-63.55909,-48.11801,"waal_3290"
"waal_3294_2016",196,2016,9,"2016-01-16 11:08:00","Female",8.15625,1525.029622,4340.382296,23,0.246803069,0.411764706,0.341432225,0.546689304,7.32976911311516,8.375717709851,-46.63967,-33.66887,12.9708,3.13,0.331,-3.6,0.824263509,1,1,"no attempt",57.7393806793275,-46.56809,-34.38132,"waal_3294"
"waal_3294_2016",197,2016,9,"2016-02-04 20:46:00","Female",11.71875,1741.512966,6892.566632,21,0.233096085,0.411921708,0.354982206,0.53712297,7.46250953508411,8.83819881017077,-48.30036,-32.03002,16.27034,1.35,-0.03,-3.2,0.824263509,1,1,"no attempt",34.1036754894178,-48.30036,-38.52108,"waal_3294"
"waal_3294_2016",198,2016,9,"2016-02-28 17:44:00","Female",9,789.6047068,4832.594665,29,0.249130939,0.374275782,0.376593279,0.49845679,6.67153244909441,8.48313880013014,-46.75458,-43.25696,3.49762,1.35,-0.03,-3.2,0.824263509,1,1,"no attempt",40.2027614205091,-46.75458,-45.25201,"waal_3294"
"waal_3294_2016",199,2016,9,"2016-03-14 11:33:00","Female",4.770833333,1652.356918,4106.931216,6,0.142231947,0.207877462,0.649890591,0.242346939,7.40995798280315,8.32043136582507,-46.8011,-32.74465,14.05645,4.36,0.091,-0.1,0.824263509,1,1,"no attempt",122.277696480182,-46.42323,-35.622685,"waal_3294"
"waal_3294_2016",200,2016,9,"2016-03-21 12:31:00","Female",3.083333333,1094.083383,2854.444839,3,0.098305085,0.176271186,0.725423729,0.195488722,6.9976721985418,7.95663265099269,-46.71875,-38.69801,8.02074,4.36,0.091,-0.1,0.824263509,1,1,"no attempt",88.2641854214391,-46.71875,-40.67986,"waal_3294"
"waal_3294_2016",201,2016,9,"2016-03-29 09:09:00","Female",3.052083333,618.8697988,2325.686902,3,0.136986301,0.339041096,0.523972603,0.392857143,6.42789490936431,7.75177071610758,-46.99585,-44.30334,2.69251,4.36,0.091,-0.1,0.824263509,1,1,"no attempt",66.185653125943,-46.35027,-45.24785,"waal_3294"
