"id","Year","Age","trackid","start_time","DeploymentID","sex","tripduration.days","maxdistance.km","totalpathdistance.km","total_landings_hmm","propRest_hmm","propSearch_hmm","propTravel_hmm","propARSvsTravel_hmm","logmaxdistance.km","logtotalpathdistance.km","southLat","northLat","latRange","SAMIndex","SOIIndex","boldness","attempted_breeding","breeding_success","prevyear"
"waal_4386",2014,32,705,"2014-04-09 19:33:00","BS8822_2014_b","Male",3.947916667,829.1839534,3286.329916,9,0.103448276,0.289124668,0.607427056,0.322485207,6.72044202846892,8.09752669404434,-49.98426,-43.66094,6.32332,1.18,1.3,-0.579229154,1,1,"failedrep"
"waal_4430",2011,28,505,"2011-01-26 03:08:00","BS9065_2011","Male",10.29166667,1011.672947,4074.096344,30,0.475708502,0.305668016,0.218623482,0.583011583,6.91936062271396,8.31240424500983,-53.92237,-45.599,8.32337,0.48,3.8,-2.043020114,1,0,"failedrep"
"waal_4430",2014,31,115,"2014-01-18 18:26:00","BS9065_2014","Male",7.614583333,1121.606781,3773.254453,16,0.38630137,0.331506849,0.282191781,0.540178571,7.02251756208944,8.23569315818858,-51.01427,-46.33377,4.6805,-0.13,2.4,-2.043020114,0,NA,"failedrep"
"waal_4430",2015,32,168,"2015-02-01 15:16:00","BS9065_2015","Male",6.020833333,255.1985322,1289.229841,19,0.548442907,0.342560554,0.10899654,0.75862069,5.5420417998867,7.16180029658621,-47.99771,-45.97576,2.02195,4.92,0.4,-2.043020114,1,1,"no attempt"
"waal_4430",2015,32,169,"2015-02-12 15:46:00","BS9065_2015","Male",18.65625,1888.724913,14747.6087,36,0.205586592,0.28603352,0.508379888,0.360056259,7.54365723116916,9.59883622659087,-54.39729,-46.32125,8.07604,4.92,0.4,-2.043020114,1,1,"no attempt"
"waal_4430",2017,34,325,"2017-03-01 04:55:00","BS9065_2017","Male",5.28125,559.1030504,1949.561276,13,0.347826087,0.438735178,0.213438735,0.672727273,6.326333803929,7.57535963957783,-48.10829,-45.77535,2.33293999999999,-1.56,1.5,-2.043020114,1,1,"no attempt"
"waal_4431",2014,31,135,"2014-01-25 14:48:00","BS9067_2014","Male",10.57291667,1143.75965,4408.346249,32,0.42209073,0.292899408,0.285009862,0.506825939,7.04207605371261,8.39125489788397,-49.82311,-43.65736,6.16575,-0.13,2.4,-0.554481986,0,NA,"no attempt"
"waal_4431",2017,34,349,"2017-02-05 00:28:00","BS9067_2017","Male",11.52083333,1716.831098,9011.36338,23,0.257918552,0.295927602,0.446153846,0.398780488,7.44823548564528,9.10624165768985,-61.69251,-46.02949,15.66302,-1.09,-0.1,-0.554481986,1,1,"no attempt"
"waal_4449",2012,28,536,"2012-02-27 07:29:00","BS9171_2012","Male",4.020833333,162.9515892,568.5088073,17,0.58961039,0.366233766,0.044155844,0.892405063,5.09345315792089,6.34301680524297,-46.35549,-45.28436,1.07113,-1.53,0.8,0.1728438,1,1,"no attempt"
"waal_4500",2013,36,82,"2013-02-23 12:49:00","BS9443_2013","Male",5.583333333,539.1749192,2302.630074,26,0.34141791,0.475746269,0.182835821,0.722379603,6.29004004367945,7.74180725904196,-46.967,-44.46845,2.49855,2.84,-0.4,-1.146347388,1,1,"failedrep"
"waal_4505",2011,34,506,"2011-02-06 15:03:00","BS9462_2011","Male",4.8125,99.35218903,852.7862901,23,0.480519481,0.497835498,0.021645022,0.958333333,4.59867100227296,6.74850897694558,-47.07833,-46.33186,0.746470000000002,0.87,4.5,-0.29711337,1,1,"no attempt"
"waal_4505",2011,34,507,"2011-02-15 15:44:00","BS9462_2011","Male",6.427083333,87.97676791,1022.655357,30,0.457792208,0.512987013,0.029220779,0.946107784,4.47707277860107,6.9301578147618,-47.08375,-45.91374,1.17001,0.87,4.5,-0.29711337,1,1,"no attempt"
"waal_4505",2013,36,49,"2013-01-26 15:54:00","BS9462_2013","Male",4.916666667,83.23832411,896.4246886,17,0.549893843,0.399150743,0.050955414,0.886792453,4.42170786809354,6.79841428349306,-46.97567,-46.27346,0.702210000000001,0.71,-0.1,-0.29711337,1,1,"no attempt"
"waal_4506",2011,34,508,"2011-02-10 13:40:00","BS9466_2011","Male",19.48958333,1562.118798,7388.772632,46,0.247593583,0.560962567,0.19144385,0.745557925,7.35379838256521,8.90771691516891,-46.35894,-34.0362,12.32274,0.87,4.5,-0.456532969,1,0,"failedrep"
"waal_4577",2013,24,702,"2013-03-29 12:14:00","BS9892_2013_b","Male",3.427083333,833.8382229,2457.457968,3,0.100609756,0.304878049,0.594512195,0.338983051,6.72603940620458,7.80688274831452,-46.66446,-40.38818,6.27628,2.31,2.5,-0.347814837,1,1,"no attempt"
"waal_4577",2013,24,701,"2013-03-23 05:40:00","BS9892_2013_b","Male",2.145833333,650.5981434,1807.727659,5,0.126213592,0.291262136,0.582524272,0.333333333,6.47789216036165,7.49982589852205,-47.44181,-44.40909,3.03272,2.31,2.5,-0.347814837,1,1,"no attempt"
"waal_4577",2013,24,700,"2013-03-17 15:34:00","BS9892_2013_b","Male",2.927083333,731.7220961,1822.281731,8,0.292857143,0.203571429,0.503571429,0.287878788,6.59540079173934,7.50784469319893,-48.0087,-44.587,3.42169999999999,2.31,2.5,-0.347814837,1,1,"no attempt"
"waal_4577",2017,28,339,"2017-02-14 16:01:00","BS9892_2017","Male",8.9375,1329.012392,5529.318538,27,0.34032634,0.287878788,0.371794872,0.43639576,7.19219138297376,8.61781985690486,-51.1783,-45.48024,5.69806,-1.09,-0.1,-0.347814837,1,0,"no attempt"
"waal_4577",2017,28,340,"2017-02-28 15:56:00","BS9892_2017","Male",0.739583333,59.93488828,203.5466425,3,0.521126761,0.38028169,0.098591549,0.794117647,4.09325877763797,5.31589518009421,-46.35041,-45.98845,0.361959999999996,-1.09,-0.1,-0.347814837,1,0,"no attempt"
"waal_4578",2019,30,470,"2019-02-20 12:39:00","BS9897_2019","Male",6.604166667,662.437639,2094.232057,30,0.440758294,0.366508689,0.192733017,0.655367232,6.49592642361857,7.6469422052522,-51.74395,-46.03311,5.71084,-1.87,-2.3,1.41904117,1,1,"no attempt"
